UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Failure Type,Inspectors
5040,H34453,High,304.1,313.3,1689,32.5,134.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Fischer"", ""Hofmann""], ""shift"": ""night"", ""date"": ""2024-07-09"", ""all_passed"": true}"
5043,L52222,L,304.1,313.2,1569,35.8,146.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Brunner"", ""Iqbal""], ""shift"": ""night"", ""date"": ""2024-09-23"", ""all_passed"": true}"
5045,L52224,L,304.1,313.2,1412,47.5,,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Eriksson"", ""Gupta""], ""shift"": ""day"", ""date"": ""2024-11-08"", ""all_passed"": true}"
5048,M19907,M,304.1,313.3,1680,29.3,158.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Jensen"", ""Keller""], ""shift"": ""swing"", ""date"": ""2024-03-28"", ""all_passed"": true}"
5050,H34463,H,304.0,313.1,1472,45.5,166.0,0,No Failure,"{""lead"": ""Hofmann"", ""team"": [""Hofmann"", ""Iqbal""], ""shift"": ""day"", ""date"": ""2024-01-15"", ""all_passed"": true}"
5056,H34469,H,303.8,312.9,1378,45.6,184.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta"", ""Lombardi""], ""shift"": ""night"", ""date"": ""2024-08-02"", ""all_passed"": true}"
5063,L52242,L,304.0,312.9,1313,53.9,202.0,0,No Failure,"{""lead"": ""Hofmann"", ""team"": [""Hofmann""], ""shift"": ""day"", ""date"": ""2024-03-26"", ""all_passed"": true}"
5064,H34477,H,304.0,312.9,1495,46.6,0.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois""], ""shift"": ""night"", ""date"": ""2024-12-23"", ""all_passed"": true}"
5065,L52244,L,304.0,313.0,1407,42.1,5.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Gupta""], ""shift"": ""night"", ""date"": ""2024-08-20"", ""all_passed"": true}"
5073,L52252,L,304.1,313.0,1408,45.3,28.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Iqbal""], ""shift"": ""night"", ""date"": ""2024-02-14"", ""all_passed"": true}"
5084,L52263,L,304.1,313.1,1327,54.1,57.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Iqbal"", ""Jensen""], ""shift"": ""night"", ""date"": ""2024-04-08"", ""all_passed"": true}"
5109,L52288,L,303.9,313.3,1394,51.6,121.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Eriksson"", ""Lombardi""], ""shift"": ""day"", ""date"": ""2024-09-10"", ""all_passed"": false}"
5118,L52297,L,304.1,313.6,1611,31.4,144.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Gupta""], ""shift"": ""day"", ""date"": ""2024-08-10"", ""all_passed"": true}"
5131,L52310,L,304.2,313.3,1668,35.7,180.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner""], ""shift"": ""swing"", ""date"": ""2024-10-16"", ""all_passed"": true}"
5132,L52311,L,304.1,313.3,1452,43.9,182.0,0,No Failure,"{""lead"": ""Hofmann"", ""team"": [""Hofmann"", ""Iqbal"", ""Jensen""], ""shift"": ""swing"", ""date"": ""2024-11-11"", ""all_passed"": true}"
5135,L52314,L,304.1,313.3,1438,45.5,188.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Jensen"", ""Keller""], ""shift"": ""swing"", ""date"": ""2024-12-23"", ""all_passed"": true}"
5139,M19998,M,304.3,313.6,1489,40.3,196.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson""], ""shift"": ""night"", ""date"": ""2024-02-13"", ""all_passed"": true}"
5147,L52326,L,304.4,313.6,1585,38.9,9.0,0,No Failure,"{""lead"": ""Lombardi"", ""team"": [""Lombardi""], ""shift"": ""night"", ""date"": ""2024-07-09"", ""all_passed"": true}"
5149,L52328,L,304.4,313.6,1507,43.1,13.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson""], ""shift"": ""swing"", ""date"": ""2024-01-01"", ""all_passed"": true}"
5154,L52333,L,304.2,313.4,1644,31.7,23.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Fischer"", ""Gupta""], ""shift"": ""night"", ""date"": ""2024-09-11"", ""all_passed"": true}"
5158,H34571,H,304.1,313.3,1397,49.6,34.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Jensen""], ""shift"": ""day"", ""date"": ""2024-08-13"", ""all_passed"": true}"
5165,M20024,M,304.3,313.4,1624,32.1,53.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez""], ""shift"": ""day"", ""date"": ""2024-04-02"", ""all_passed"": true}"
5170,L52349,l,304.1,313.3,1470,39.9,70.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Iqbal"", ""Jensen""], ""shift"": ""night"", ""date"": ""2024-04-18"", ""all_passed"": true}"
5177,M20036,M,304.0,313.3,1844,27.1,88.0,0,No Failure,"{""lead"": ""Hofmann"", ""team"": [""Hofmann""], ""shift"": ""swing"", ""date"": ""2024-04-12"", ""all_passed"": false}"
5181,L52360,L,304.0,313.2,1584,38.7,104.0,0,No Failure,"{""lead"": ""Hofmann"", ""team"": [""Hofmann"", ""Iqbal"", ""Jensen""], ""shift"": ""day"", ""date"": ""2024-08-30"", ""all_passed"": true}"
5182,L52361,L,304.0,313.1,1720,28.7,106.0,0,No Failure,"{""lead"": ""Hofmann"", ""team"": [""Hofmann""], ""shift"": ""swing"", ""date"": ""2024-08-03"", ""all_passed"": false}"
5189,L52368,L,304.0,313.2,1632,30.6,121.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Hofmann""], ""shift"": ""day"", ""date"": ""2024-04-06"", ""all_passed"": true}"
5194,H34607,H,304.0,313.1,1408,39.8,132.0,0,No Failure,"{""lead"": ""Jensen"", ""team"": [""Jensen""], ""shift"": ""swing"", ""date"": ""2024-04-07"", ""all_passed"": true}"
5195,M20054,M,303.9,313.1,1668,34.4,137.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Jensen""], ""shift"": ""swing"", ""date"": ""2024-01-26"", ""all_passed"": true}"
5196,L52375,L,303.9,313.0,1551,,140.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Hofmann""], ""shift"": ""night"", ""date"": ""2024-11-21"", ""all_passed"": true}"
5197,H34610,H,303.9,313.0,1517,36.0,142.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson""], ""shift"": ""night"", ""date"": ""2024-09-11"", ""all_passed"": true}"
5198,H34611,H,303.8,312.9,1570,35.8,147.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Iqbal""], ""shift"": ""day"", ""date"": ""2024-05-23"", ""all_passed"": true}"
5205,L52384,L,303.7,312.7,1989,22.4,166.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Jensen""], ""shift"": ""day"", ""date"": ""2024-03-07"", ""all_passed"": true}"
5207,H34620,H,303.7,312.6,1711,27.6,170.0,0,No Failure,"{""lead"": ""Lombardi"", ""team"": [""Lombardi""], ""shift"": ""night"", ""date"": ""2024-02-08"", ""all_passed"": true}"
5208,M20067,M,303.8,312.7,1488,41.3,175.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Dubois"", ""Iqbal""], ""shift"": ""swing"", ""date"": ""2024-09-15"", ""all_passed"": true}"
5209,L52388,L,303.8,312.7,1664,29.3,178.0,0,No Failure,"{""lead"": ""Iqbal"", ""team"": [""Iqbal""], ""shift"": ""night"", ""date"": ""2024-10-22"", ""all_passed"": true}"
5210,M20069,M,303.8,312.7,1507,38.5,180.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Chen"", ""Hofmann""], ""shift"": ""swing"", ""date"": ""2024-01-09"", ""all_passed"": true}"
5214,M20073,M,303.7,312.6,1429,43.3,189.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Gupta"", ""Lombardi""], ""shift"": ""night"", ""date"": ""2024-10-09"", ""all_passed"": false}"
5218,M20077,M,303.8,312.8,1420,47.9,200.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Hofmann"", ""Jensen""], ""shift"": ""swing"", ""date"": ""2024-05-01"", ""all_passed"": false}"
5226,M20085,M,304.0,313.2,1437,53.9,7.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Keller""], ""shift"": ""day"", ""date"": ""2024-08-03"", ""all_passed"": false}"
5245,L52424,L,303.6,313.0,1593,31.6,52.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Chen"", ""Gupta""], ""shift"": ""swing"", ""date"": ""2024-03-03"", ""all_passed"": true}"
5258,L52437,L,303.5,313.0,1482,38.5,82.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Lombardi""], ""shift"": ""night"", ""date"": ""2024-11-29"", ""all_passed"": true}"
5259,M20118,M,303.5,312.9,1572,44.7,84.0,0,No Failure,"{""lead"": ""Iqbal"", ""team"": [""Iqbal""], ""shift"": ""day"", ""date"": ""2024-09-08"", ""all_passed"": true}"
5267,M20126,M,303.4,312.8,1518,,103.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta""], ""shift"": ""day"", ""date"": ""2024-12-09"", ""all_passed"": true}"
5276,L52455,L,303.7,313.1,1423,41.2,124.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Hofmann"", ""Jensen""], ""shift"": ""night"", ""date"": ""2024-07-31"", ""all_passed"": true}"
5285,M20144,M,303.8,313.2,1732,29.6,147.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Fischer""], ""shift"": ""night"", ""date"": ""2024-09-17"", ""all_passed"": true}"
5287,L52466,L,303.8,313.1,1422,42.4,152.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez""], ""shift"": ""night"", ""date"": ""2024-09-20"", ""all_passed"": true}"
5292,L52471,L,303.8,313.3,1406,,166.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Eriksson""], ""shift"": ""swing"", ""date"": ""2024-03-26"", ""all_passed"": true}"
5294,M20153,M,303.9,313.4,1464,49.1,171.0,0,No Failure,"{""lead"": ""Hofmann"", ""team"": [""Hofmann""], ""shift"": ""night"", ""date"": ""2024-08-26"", ""all_passed"": true}"
5296,L52475,L,303.8,313.2,1336,47.8,176.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner""], ""shift"": ""day"", ""date"": ""2024-01-02"", ""all_passed"": true}"
5297,H34710,H,303.8,313.2,1379,50.2,178.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Jensen"", ""Keller""], ""shift"": ""day"", ""date"": ""2024-05-27"", ""all_passed"": true}"
5304,L52483,L,303.9,313.2,1481,44.1,197.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Eriksson"", ""Lombardi""], ""shift"": ""day"", ""date"": ""2024-03-18"", ""all_passed"": true}"
5306,H34719,H,303.9,313.2,1680,29.1,201.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Hofmann"", ""Iqbal""], ""shift"": ""night"", ""date"": ""2024-01-24"", ""all_passed"": true}"
5307,H34720,H,304.0,313.2,1612,31.7,206.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Jensen""], ""shift"": ""night"", ""date"": ""2024-02-19"", ""all_passed"": true}"
5308,L52487,L,304.0,313.3,1530,34.8,211.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Hofmann""], ""shift"": ""swing"", ""date"": ""2024-03-13"", ""all_passed"": true}"
5310,M20169,M,303.9,313.2,1422,48.0,215.0,1,Tool Wear Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta""], ""shift"": ""night"", ""date"": ""2024-02-27"", ""all_passed"": true}"
5322,M20181,M,303.4,312.7,1576,49.9,28.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Eriksson""], ""shift"": ""night"", ""date"": ""2024-05-01"", ""all_passed"": true}"
5326,L52505,L,303.5,312.7,1694,27.3,40.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Eriksson"", ""Keller""], ""shift"": ""swing"", ""date"": ""2024-08-16"", ""all_passed"": true}"
5336,M20195,M,303.3,312.4,1505,38.9,68.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Gupta"", ""Lombardi""], ""shift"": ""day"", ""date"": ""2024-06-05"", ""all_passed"": false}"
5344,L52523,L,303.5,312.8,1607,38.4,92.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Brunner"", ""Lombardi""], ""shift"": ""day"", ""date"": ""2024-06-21"", ""all_passed"": true}"
5348,L52527,L,303.3,312.7,1262,63.8,100.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Dubois""], ""shift"": ""night"", ""date"": ""2024-02-29"", ""all_passed"": true}"
5354,L52533,L,303.4,312.7,1589,34.0,116.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Jensen""], ""shift"": ""day"", ""date"": ""2024-03-12"", ""all_passed"": true}"
5358,L52537,L,303.3,312.5,1968,20.6,130.0,0,No Failure,"{""lead"": ""Iqbal"", ""team"": [""Iqbal""], ""shift"": ""night"", ""date"": ""2024-01-13"", ""all_passed"": false}"
5359,H34772,H,303.3,312.6,1827,24.2,132.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Fischer"", ""Keller""], ""shift"": ""day"", ""date"": ""2024-05-22"", ""all_passed"": false}"
5360,M20219,M,303.3,312.6,1397,47.1,137.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Eriksson"", ""Fischer""], ""shift"": ""night"", ""date"": ""2024-09-25"", ""all_passed"": true}"
5361,L52540,L,303.3,312.6,1463,44.0,140.0,0,No Failure,"{""lead"": ""Keller"", ""team"": [""Keller""], ""shift"": ""day"", ""date"": ""2024-01-29"", ""all_passed"": true}"
5367,H34780,H,303.1,312.6,1404,40.6,152.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta""], ""shift"": ""day"", ""date"": ""2024-04-27"", ""all_passed"": true}"
5377,H34790,H,302.8,312.3,1336,57.5,187.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Lombardi""], ""shift"": ""night"", ""date"": ""2024-09-06"", ""all_passed"": true}"
5381,L52560,L,302.8,312.3,1494,37.5,198.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer""], ""shift"": ""night"", ""date"": ""2024-01-02"", ""all_passed"": true}"
5388,L52567,L,302.8,312.2,1433,50.0,216.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Gupta""], ""shift"": ""day"", ""date"": ""2024-01-14"", ""all_passed"": true}"
5391,H34804,H,302.8,312.3,1483,47.2,223.0,0,No Failure,"{""lead"": ""Hofmann"", ""team"": [""Hofmann"", ""Keller""], ""shift"": ""swing"", ""date"": ""2024-07-23"", ""all_passed"": true}"
5399,L52578,L,302.9,312.4,1923,23.9,244.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Iqbal""], ""shift"": ""swing"", ""date"": ""2024-04-05"", ""all_passed"": false}"
5400,H34813,H,302.8,312.4,1411,53.8,246.0,1,Overstrain Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Jensen""], ""shift"": ""night"", ""date"": ""2024-10-16"", ""all_passed"": true}"
5414,H34827,H,302.7,312.5,1527,36.4,26.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Fischer""], ""shift"": ""night"", ""date"": ""2024-06-28"", ""all_passed"": true}"
5428,L52607,L,302.7,312.4,1423,51.9,60.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Fischer"", ""Lombardi""], ""shift"": ""day"", ""date"": ""2024-02-23"", ""all_passed"": true}"
5441,H34854,H,303.0,312.5,1698,30.0,89.0,0,No Failure,"{""lead"": ""Lombardi"", ""team"": [""Lombardi""], ""shift"": ""night"", ""date"": ""2024-10-22"", ""all_passed"": true}"
5443,L52622,L,303.1,312.7,1353,51.8,97.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Eriksson""], ""shift"": ""swing"", ""date"": ""2024-02-19"", ""all_passed"": true}"
5452,L52631,L,303.0,312.7,1361,48.8,120.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen""], ""shift"": ""day"", ""date"": ""2024-04-30"", ""all_passed"": true}"
5458,M20317,M,303.0,312.5,1602,33.7,135.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Iqbal""], ""shift"": ""swing"", ""date"": ""2024-03-09"", ""all_passed"": true}"
5478,L52657,L,302.7,312.1,1763,26.5,184.0,0,No Failure,"{""lead"": ""Iqbal"", ""team"": [""Iqbal"", ""Keller""], ""shift"": ""swing"", ""date"": ""2024-09-20"", ""all_passed"": true}"
5481,H34894,H,302.7,312.1,1478,36.0,191.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Brunner"", ""Gupta""], ""shift"": ""night"", ""date"": ""2024-08-20"", ""all_passed"": true}"
5486,L52665,L,302.6,312.1,1344,51.0,206.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen""], ""shift"": ""swing"", ""date"": ""2024-04-17"", ""all_passed"": true}"
5487,L52666,L,302.6,312.2,1520,43.0,208.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Gupta""], ""shift"": ""swing"", ""date"": ""2024-02-09"", ""all_passed"": true}"
5493,M20352,M,302.9,312.4,1334,50.9,5.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Eriksson"", ""Gupta""], ""shift"": ""day"", ""date"": ""2024-09-30"", ""all_passed"": true}"
5508,L52687,L,302.8,312.1,1520,39.9,48.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta"", ""Jensen"", ""Keller""], ""shift"": ""day"", ""date"": ""2024-11-18"", ""all_passed"": true}"
5516,H34929,H,302.7,312.0,1484,41.5,65.0,0,No Failure,"{""lead"": ""Iqbal"", ""team"": [""Iqbal""], ""shift"": ""swing"", ""date"": ""2024-02-06"", ""all_passed"": true}"
5518,L52697,L,302.6,311.9,1448,49.5,72.0,0,No Failure,"{""lead"": ""Lombardi"", ""team"": [""Lombardi""], ""shift"": ""swing"", ""date"": ""2024-02-27"", ""all_passed"": true}"
5519,M20378,M,302.5,311.8,2023,19.1,74.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Gupta""], ""shift"": ""night"", ""date"": ""2024-05-09"", ""all_passed"": true}"
5525,L52704,L,302.6,311.9,1633,30.9,89.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Fischer""], ""shift"": ""night"", ""date"": ""2024-11-19"", ""all_passed"": true}"
5530,M20389,M,302.4,311.8,1539,39.9,101.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner""], ""shift"": ""day"", ""date"": ""2024-06-05"", ""all_passed"": true}"
5531,M20390,M,302.3,311.8,1355,50.1,104.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen""], ""shift"": ""day"", ""date"": ""2024-09-02"", ""all_passed"": true}"
5534,L52713,L,302.4,311.7,1721,26.9,112.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Keller""], ""shift"": ""day"", ""date"": ""2024-05-24"", ""all_passed"": false}"
5535,M20394,M,302.3,311.7,1494,37.1,114.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Eriksson"", ""Keller""], ""shift"": ""swing"", ""date"": ""2024-10-02"", ""all_passed"": true}"
5536,L52715,L,302.3,311.7,1465,43.5,117.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen""], ""shift"": ""day"", ""date"": ""2024-09-16"", ""all_passed"": true}"
5537,M20396,M,302.3,311.8,1363,54.0,119.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Fischer"", ""Iqbal""], ""shift"": ""day"", ""date"": ""2024-09-16"", ""all_passed"": true}"
5540,H34953,H,302.3,311.7,1482,39.0,127.0,0,No Failure,"{""lead"": ""Iqbal"", ""team"": [""Iqbal""], ""shift"": ""night"", ""date"": ""2024-06-12"", ""all_passed"": true}"
5542,L52721,L,302.4,311.8,1433,42.2,134.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Brunner"", ""Keller""], ""shift"": ""night"", ""date"": ""2024-09-30"", ""all_passed"": false}"
5545,L52724,L,302.2,311.7,1471,45.6,140.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Eriksson""], ""shift"": ""night"", ""date"": ""2024-06-04"", ""all_passed"": false}"
5549,L52728,L,302.3,311.8,1605,35.2,152.0,0,No Failure,"{""lead"": ""Iqbal"", ""team"": [""Iqbal""], ""shift"": ""night"", ""date"": ""2024-05-10"", ""all_passed"": true}"
5553,H34966,H,302.5,312.0,1579,35.7,167.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Keller""], ""shift"": ""day"", ""date"": ""2024-04-04"", ""all_passed"": true}"
5554,L52733,L,302.5,311.9,1306,59.7,172.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta"", ""Hofmann"", ""Lombardi""], ""shift"": ""swing"", ""date"": ""2024-09-10"", ""all_passed"": true}"
5576,H34989,H,302.4,312.0,1477,39.7,18.0,0,No Failure,"{""lead"": ""Hofmann"", ""team"": [""Hofmann"", ""Lombardi""], ""shift"": ""swing"", ""date"": ""2024-03-28"", ""all_passed"": true}"
5596,M20455,M,302.7,312.0,1944,21.4,71.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Jensen""], ""shift"": ""day"", ""date"": ""2024-02-24"", ""all_passed"": true}"
5602,L52781,L,302.9,312.2,1605,33.9,86.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Gupta"", ""Iqbal""], ""shift"": ""night"", ""date"": ""2024-05-12"", ""all_passed"": true}"
5606,L52785,L,302.9,312.2,1510,41.4,94.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner""], ""shift"": ""day"", ""date"": ""2024-10-12"", ""all_passed"": true}"
5610,M20469,M,303.1,312.4,1378,50.1,104.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Fischer"", ""Keller""], ""shift"": ""day"", ""date"": ""2024-04-04"", ""all_passed"": true}"
5614,M20473,M,303.0,312.3,1483,38.8,114.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta""], ""shift"": ""night"", ""date"": ""2024-11-08"", ""all_passed"": false}"
5618,L52797,L,303.1,312.4,1404,61.5,127.0,1,Power Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Gupta""], ""shift"": ""night"", ""date"": ""2024-08-19"", ""all_passed"": true}"
5624,L52803,L,302.9,312.3,1578,36.3,141.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois""], ""shift"": ""day"", ""date"": ""2024-06-19"", ""all_passed"": true}"
5627,H35040,H,302.7,312.1,1603,32.5,148.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Eriksson""], ""shift"": ""swing"", ""date"": ""2024-09-02"", ""all_passed"": true}"
5631,M20490,M,302.8,312.2,1615,32.9,159.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Dubois"", ""Jensen""], ""shift"": ""day"", ""date"": ""2024-08-25"", ""all_passed"": true}"
5634,L52813,L,302.7,312.2,1447,47.5,166.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Fischer"", ""Jensen""], ""shift"": ""day"", ""date"": ""2024-03-05"", ""all_passed"": true}"
5640,L52819,L,302.6,312.1,1668,28.7,180.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Jensen"", ""Lombardi""], ""shift"": ""day"", ""date"": ""2024-01-25"", ""all_passed"": true}"
5641,L52820,L,302.6,312.1,1420,51.6,182.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Keller""], ""shift"": ""swing"", ""date"": ""2024-02-08"", ""all_passed"": true}"
5642,L52821,L,302.6,312.1,1473,37.3,184.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Dubois"", ""Gupta""], ""shift"": ""day"", ""date"": ""2024-08-27"", ""all_passed"": true}"
5645,L52824,L,302.5,312.0,1383,,190.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer""], ""shift"": ""day"", ""date"": ""2024-08-27"", ""all_passed"": true}"
